first_name,last_name,email,username,area_name,middleName,dateOfBirth,embassy,country,authorized-election-ids,sex,clusteredPrecinct,overseasReferences,password_salt,hashed_password
Kristine,Encarnacion,user68@gmail.com,e4fa5b15-a65c-4bc5-b8d1-6d181fed584a,GREECE (HELLENIC REPUBLIC),Quezon,1954-08-15,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Sam,Ramirez,user69@gmail.com,e879b87f-e24d-41d4-9ba2-eebb662df272,GREECE (HELLENIC REPUBLIC),Joaquin,1965-04-17,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Janet,De Guzman,user70@gmail.com,8e7437f9-c5a3-42fe-9883-82dd3fa98a13,JAPAN,Quibuyen,1952-12-21,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Rey,Encarnacion,user71@gmail.com,31efdf2c-ace6-47cf-8f7a-85c11c9364c5,GREECE (HELLENIC REPUBLIC),Villarin,1976-09-12,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Giselle,Encarnacion,user72@gmail.com,1d9d6f6e-cbfb-4fe2-ad77-404ac66a9f46,GREECE (HELLENIC REPUBLIC),Valencia,1952-03-28,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Joshua,Aquino,user73@gmail.com,b20aa2f5-b457-43f4-8855-5cd857586ce6,WASHINGTON DC USA,Espina,1976-03-09,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Claire,Laurel,user74@gmail.com,ed78652c-b96c-469d-8388-9b7653c92ab5,JAPAN,Ferrer,1973-09-08,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Domingo,Narvaez,user75@gmail.com,7703d98a-70e5-4dac-a74c-fa91b44d6536,GREECE (HELLENIC REPUBLIC),Ferrer,1945-08-03,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Zara,Gatchalian,user76@gmail.com,fb9909d4-4c49-4d62-8500-d3086612d5a8,JAPAN,Kasilag,1940-11-03,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Marian,Buenaventura,user77@gmail.com,0ede980d-0ab4-475c-a87c-9d0d6d6313b5,WASHINGTON DC USA,Rosario,1927-10-27,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Nathaniel,Luna,user78@gmail.com,2bfdc9d8-39f5-45ec-b527-8624be22f2db,UNITED ARAB EMIRATES,Buenafe,1929-01-12,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Bea,Isidro,user79@gmail.com,587c4331-9d84-42c3-9c45-390931b9aa95,GREECE (HELLENIC REPUBLIC),Valencia,1940-03-24,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Gilbert,Yabut,user80@gmail.com,2a49e3da-84ff-4040-a951-79166a2efa59,UNITED ARAB EMIRATES,Samar,1956-07-08,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Luz,Tabora,user81@gmail.com,c5f3180e-7b99-4bfe-a985-92bf9aa3abbc,WASHINGTON DC USA,Masbate,1990-10-15,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Liza,Kasilag,user82@gmail.com,81663140-28d8-40ed-b31e-4040e27bfd60,UNITED STATES OF AMERICA,Buenaventura,1964-08-06,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Samantha,Uy,user83@gmail.com,1a137cce-cd70-42ef-8064-fd7fc5ce633f,UNITED ARAB EMIRATES,Zafra,1985-05-07,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Carmen,Isidro,user84@gmail.com,8e66b886-0116-4021-a811-af2a9fc83560,WASHINGTON DC USA,Laguna,1971-02-18,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Arthur,Fontanilla,user85@gmail.com,16e9b57c-5795-443a-bd32-3b7da59a727e,UNITED ARAB EMIRATES,Sorsogon,1930-04-07,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Sam,Mendoza,user86@gmail.com,c0a47570-2771-474c-bee9-b8b9863f6e75,UNITED ARAB EMIRATES,Alcantara,1953-04-24,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Norman,Kasilag,user87@gmail.com,1bfbd43b-11f0-47bf-a4fb-c069091a8a17,JAPAN,San Jose,1988-09-28,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Bea,Encarnacion,user88@gmail.com,d0bed8d6-4fe2-4da7-9bc3-6e69baaefb53,JAPAN,Villarin,2003-04-11,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Ruth,Laurel,user89@gmail.com,bdc10e72-1abe-414f-a96c-268ebdbf6cf1,WASHINGTON DC USA,Zafra,1978-08-27,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Rey,De Guzman,user90@gmail.com,a1e7a45a-c69a-41e3-b4e3-0b878251c98c,JAPAN,Buenaventura,1938-01-15,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Norman,Quibuyen,user91@gmail.com,2dd10da5-3c8e-4992-8041-6a9fb087d2bf,UNITED STATES OF AMERICA,Sorsogon,1973-06-24,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,M,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Therese,Quibuyen,user92@gmail.com,f42c742c-b56e-4618-8e2f-2dee43819cf2,GREECE (HELLENIC REPUBLIC),Agoncillo,1997-05-06,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Arthur,Fontanilla,user93@gmail.com,3703966e-41f8-4f6c-a264-158368525203,JAPAN,Ramirez,1990-04-19,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Ellen,Isidro,user94@gmail.com,b5041bb0-4667-4d9b-a502-04f37f560581,GREECE (HELLENIC REPUBLIC),Valdez,1944-08-12,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Nestor,Valencia,user95@gmail.com,21e4d662-06bc-4564-b96e-d7fc46822028,UNITED ARAB EMIRATES,Masbate,1964-10-23,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Aubrey,Zafra,user96@gmail.com,139a4e5d-a21e-414e-abfc-49d66b446384,WASHINGTON DC USA,Buenaventura,1958-11-10,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Ellen,Magsaysay,user97@gmail.com,e5f23baa-0b8f-4dd3-9afc-de32b7b636c8,UNITED STATES OF AMERICA,Del,2000-12-14,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Janet,Alcantara,user98@gmail.com,f8a0d7c5-800e-4f07-a9a9-5fd62b8f2f79,UNITED STATES OF AMERICA,Buenafe,1965-10-26,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,M,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Chris,Gatchalian,user99@gmail.com,eea826aa-4ed6-4f12-8d96-1a7cef778265,UNITED STATES OF AMERICA,Wong,1955-05-08,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Angelica,Yuson,user100@gmail.com,6101f8f3-4752-4e76-8966-0544ed7a757e,WASHINGTON DC USA,Paraiso,2000-02-06,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Nora,Zafra,user101@gmail.com,a9d20a20-7a9b-42fa-8658-4b126aa0d487,JAPAN,Laurel,1960-10-19,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Louie,Tabora,user102@gmail.com,b42f17b4-8582-46b5-b576-bfae4373ec2b,GREECE (HELLENIC REPUBLIC),Ferrer,2004-12-25,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Estrella,Buenaventura,user103@gmail.com,9d530186-0b5f-4f13-986a-316d9cb81b7c,GREECE (HELLENIC REPUBLIC),Paraiso,1974-04-06,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Raquel,Capistrano,user104@gmail.com,58928e73-c24f-4291-9cad-b63da88ce652,UNITED ARAB EMIRATES,Capistrano,1930-10-25,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Marco,Isidro,user105@gmail.com,cd5a991d-b3c0-40cf-a321-3c04332d358c,UNITED STATES OF AMERICA,Samar,1968-06-27,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,M,0075A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Kevin,Yuson,user106@gmail.com,c5ca9e80-4639-4311-8064-d5fb6af13d3a,UNITED ARAB EMIRATES,Dizon,1926-09-20,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Francis,Fontanilla,user107@gmail.com,3a6710a4-1e4c-4ffb-a138-fa91ca36be89,JAPAN,Fontanilla,1947-08-20,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Claire,Umali,user108@gmail.com,48163216-fd16-49c9-8469-e7ae22af91df,UNITED ARAB EMIRATES,Arenas,1972-03-17,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Ella,Opida,user109@gmail.com,41a6e35f-afc9-4446-b6b6-e4606e44ecb8,UNITED STATES OF AMERICA,Buenaventura,1971-05-19,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,M,0075A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Francis,Valencia,user110@gmail.com,d28eb9e9-19bb-425a-83b8-b7ec7257c167,UNITED ARAB EMIRATES,Fajardo,1985-09-26,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Gloria,Opida,user111@gmail.com,7707e3f3-68dc-4f49-b797-a73f52501d51,UNITED STATES OF AMERICA,Wong,1997-10-08,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Cecilia,Umali,user112@gmail.com,4fed4bcb-34e5-4c00-aab7-bbf0b437cb03,JAPAN,Sorsogon,2002-09-07,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Daryl,Magsaysay,user113@gmail.com,f96005b6-378d-4050-845e-75675d12c399,UNITED STATES OF AMERICA,Encarnacion,1962-11-15,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Divina,Magsaysay,user114@gmail.com,7a080638-7db6-4f35-bc39-9568e7d39256,UNITED STATES OF AMERICA,Zafra,2001-08-03,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Earl,Espinoza,user115@gmail.com,bbb2443f-7cce-4c3b-9884-42f6620a4683,WASHINGTON DC USA,Tabora,1941-08-22,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Samantha,Laurel,user116@gmail.com,f48b1170-3f20-44f8-af28-dbfbe99f11cd,WASHINGTON DC USA,Alcantara,1969-01-05,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Faith,Quibuyen,user117@gmail.com,9660fc6c-ebf6-4655-8619-9af5719f1850,GREECE (HELLENIC REPUBLIC),Nepomuceno,1933-02-10,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Daisy,Joaquin,user118@gmail.com,638eb9d9-6458-48ae-86f3-22784e8628b7,JAPAN,Narvaez,1976-05-07,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Mark,Quibuyen,user119@gmail.com,38de9b50-8d0e-4901-a790-4fac38b1519e,JAPAN,Valencia,1995-12-10,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Louie,Buenaventura,user120@gmail.com,825f9016-ceac-444f-ac72-cd403d939529,GREECE (HELLENIC REPUBLIC),Laurel,1988-11-26,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Aubrey,Joaquin,user121@gmail.com,34fb9d82-34d7-4da6-b0e0-ed40f5f95766,GREECE (HELLENIC REPUBLIC),Agoncillo,1974-04-03,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Lea,Jacinto,user122@gmail.com,c154cb2e-c6e2-457e-9689-ab55467cf6ed,UNITED ARAB EMIRATES,Ferrer,2005-05-04,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Clark,Gatchalian,user123@gmail.com,280163c1-b93b-4cb0-83f7-b087d7cd82ce,UNITED ARAB EMIRATES,Opida,1977-10-12,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Phoebe,Ramirez,user124@gmail.com,ff55643b-3609-4abc-b437-41aefd903c9c,UNITED STATES OF AMERICA,Buenaventura,1966-11-27,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Janet,Tabora,user125@gmail.com,7983c6f2-c4c3-4658-a07e-eb10988ef522,UNITED ARAB EMIRATES,Urquico,1993-12-21,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Gladys,Laurel,user126@gmail.com,bdd9b2da-a070-4374-9737-0eae3d526336,JAPAN,Rosario,1972-10-29,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Gilbert,Hernandez,user127@gmail.com,83407a9f-370e-4616-8b7a-b6c39474e3cb,UNITED STATES OF AMERICA,Ramirez,1930-12-08,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,F,0075A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Enrique,Balagtas,user128@gmail.com,4b43b2f1-72e1-4030-973a-c7f2917e8b79,JAPAN,Manalo,1969-10-22,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Miggy,Kasilag,user129@gmail.com,b565bb8f-70c3-4c48-add5-99a88667f672,GREECE (HELLENIC REPUBLIC),Valencia,1968-06-13,Athens PE,Greece/Athens PE,ATHENS PE - Test Voting|ATHENS PE - General Election,M,0001A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Josephine,Paraiso,user130@gmail.com,803ca352-6bcf-466d-9c86-db2a70894cab,UNITED ARAB EMIRATES,Umali,1959-12-10,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,M,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Kevin,Isidro,user131@gmail.com,06a2739d-a40a-40d6-b71c-21ab62902a04,JAPAN,Batangas,1979-04-20,Tokyo PE,Japan/Tokyo PE,TOKYO PE - General Election|TOKYO PE - Test Voting,F,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Cynthia,Zafra,user132@gmail.com,6e8e8784-1804-435a-a9e1-1cfc23cf5bde,UNITED ARAB EMIRATES,Umali,1978-04-30,Dubai PCG,United Arab Emirates/Dubai PCG,DUBAI PCG - Test Voting|DUBAI PCG - General Election,F,0012A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Ligaya,Yuson,user133@gmail.com,d9c01ee9-61a4-4dde-bcd5-59b67770083b,UNITED STATES OF AMERICA,Manuel,2000-04-29,New York PCG,United States of America/New York PCG,NEW YORK PCG - General Election|NEW YORK PCG - Test Voting,M,0075A,X,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
Elisa,Encarnacion,user134@gmail.com,934a2158-3d1a-4153-a3aa-25e0a5875ff5,WASHINGTON DC USA,Vargas,1971-07-25,Washington D.C. PE,United States of America/Washington D.C. PE,WASHINGTON D.C. PE - General Election|WASHINGTON D.C. PE - Test Voting,M,0001A,B,vHuUFmEFj83NEcK605v8+0lIictoDd6y0hH9kslL1tI=,nxfwS0D32CpmrBL0IteabblrKill/7e1xLceFV//7Xs=
